name	ko	family	lv2des
PN5CG|k141_238309_1	K00558	Siphoviridae	Amino acid metabolism
PN1RA|k141_4237478	K01771	Podoviridae_crAss-like	Carbohydrate metabolism
PN1RA|k141_4237478	K03273	Podoviridae_crAss-like	Glycan biosynthesis and metabolism
PN14RO|k141_820226	K00558	Unclassified	Amino acid metabolism
PN15RB|k141_720024	K06167	Unclassified	Metabolism of other amino acids
PN1RK|k141_1966819	K09882	Quimbyviridae	Metabolism of cofactors and vitamins
PN1RK|k141_1966819	K00390	Quimbyviridae	Energy metabolism
PN14RI|k141_2021711	K00558	Unclassified	Amino acid metabolism
PN14RQ|k141_1213703	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN9RQ|k141_1599986	K00558	Flandersviridae	Amino acid metabolism
PN2RG|k141_159238	K01939	Unclassified	Nucleotide metabolism
PN1CC|k141_707885_1	K00558	Siphoviridae	Amino acid metabolism
PN1CC|k141_707885_1	K00558	Siphoviridae	Amino acid metabolism
PN8RF|k141_1307399	K21029	Siphoviridae	"Folding, sorting and degradation"
PN8RF|k141_1307399	K00952	Siphoviridae	Metabolism of cofactors and vitamins
PN8RF|k141_1307399	K08281	Siphoviridae	Metabolism of cofactors and vitamins
PN8RF|k141_1307399	K03462	Siphoviridae	Metabolism of cofactors and vitamins
PN8RF|k141_1307399	K01916	Siphoviridae	Metabolism of cofactors and vitamins
PN8RF|k141_1307399	K06211	Siphoviridae	Metabolism of cofactors and vitamins
PN8RF|k141_1307399	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN8RF|k141_1307399	K00558	Siphoviridae	Amino acid metabolism
PN2CB|k141_1600407	K00390	Unclassified	Energy metabolism
PN2CB|k141_1600407	K06167	Unclassified	Metabolism of other amino acids
PN2CB|k141_1600407	K00568	Unclassified	Metabolism of cofactors and vitamins
PN6RA|k141_1875775	K00558	Siphoviridae	Amino acid metabolism
PN2CB|k141_2346242	K09882	Siphoviridae	Metabolism of cofactors and vitamins
PN15RK|k141_1433948	K00558	Siphoviridae	Amino acid metabolism
PN8RG|k141_1117579	K00789	Siphoviridae	Amino acid metabolism
PN8RG|k141_1117579	K00558	Siphoviridae	Amino acid metabolism
PN1RK|k141_1664929	K00789	Unclassified	Amino acid metabolism
PN7RS|k141_368393	K01934	Unclassified	Metabolism of cofactors and vitamins
PN3CB|k141_1748217	K04112	Unclassified	Xenobiotics biodegradation and metabolism
PN8RJ|k141_975198	K06167	Siphoviridae	Metabolism of other amino acids
PN6RQ|k141_996227_1	K00558	Unclassified	Amino acid metabolism
PN14RR|k141_100095	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN8RF|k141_1249006	K00558	Unclassified	Amino acid metabolism
PN6RQ|k141_404369	K00059	Unclassified	Lipid metabolism
PN1RB|k141_3183071	K01939	Unclassified	Nucleotide metabolism
PN2CB|k141_459262	K00287	Myoviridae	Metabolism of cofactors and vitamins
PN6RI|k141_1003747	K00789	Siphoviridae	Amino acid metabolism
PN6RI|k141_1003747	K00390	Siphoviridae	Energy metabolism
PN6RI|k141_1003747	K00558	Siphoviridae	Amino acid metabolism
PN10RG|k141_592938	K00558	Siphoviridae	Amino acid metabolism
PN10RG|k141_592938	K06167	Siphoviridae	Metabolism of other amino acids
PN6RL|k141_1631536	K00789	Myoviridae	Amino acid metabolism
PN6RL|k141_1631536	K08281	Myoviridae	Metabolism of cofactors and vitamins
PN6RL|k141_1631536	K03462	Myoviridae	Metabolism of cofactors and vitamins
PN6RL|k141_1631536	K01916	Myoviridae	Metabolism of cofactors and vitamins
PN7RI|k141_169561	K03148	Unclassified	Metabolism of cofactors and vitamins
PN3RH|k141_2953533_1	K01495	Unclassified	Metabolism of cofactors and vitamins
PN3RH|k141_2953533_1	K01737	Unclassified	Metabolism of cofactors and vitamins
PN3RH|k141_2953533_1	K10026	Unclassified	Metabolism of cofactors and vitamins
PN3RH|k141_2953533_1	K06167	Unclassified	Metabolism of other amino acids
PN12RC|k141_1042439	K17398	Siphoviridae	Amino acid metabolism
PN9RD|k141_1241581	K00558	Quimbyviridae	Amino acid metabolism
PN9RD|k141_1241581	K00558	Quimbyviridae	Amino acid metabolism
PN1RC|k141_827403_1	K00558	Myoviridae	Amino acid metabolism
PN12RE|k141_1166580	K10026	Siphoviridae	Metabolism of cofactors and vitamins
PN12RE|k141_1166580	K01737	Siphoviridae	Metabolism of cofactors and vitamins
PN1RC|k141_1888755	K07173	Myoviridae	Amino acid metabolism
PN1RC|k141_1888755	K00005	Myoviridae	Carbohydrate metabolism
PN1RC|k141_1888755	K00789	Myoviridae	Amino acid metabolism
J387|NODE_2_1	K06167	Siphoviridae	Metabolism of other amino acids
PN16RE|k141_781582	K00390	Quimbyviridae	Energy metabolism
PN16RE|k141_781582	K06167	Quimbyviridae	Metabolism of other amino acids
PN5RB|k141_156801	K00764	Myoviridae	Nucleotide metabolism
PN5RB|k141_156801	K00390	Myoviridae	Energy metabolism
PN5RB|k141_156801	K01951	Myoviridae	Nucleotide metabolism
PN16RA|k141_2261642	K00558	Siphoviridae	Amino acid metabolism
PN7RL|k141_327893_1	K00059	Siphoviridae	Lipid metabolism
PN3LH|k141_624329_1	K00390	Myoviridae	Energy metabolism
PN3LH|k141_624329_1	K00558	Myoviridae	Amino acid metabolism
PN6RA|k141_2222862	K00789	Gratiaviridae	Amino acid metabolism
PN13RJ|k141_213519	K00558	Siphoviridae	Amino acid metabolism
PN6RG|k141_802421	K00789	Unclassified	Amino acid metabolism
PN6RG|k141_802421	K00558	Unclassified	Amino acid metabolism
PN5RB|k141_487466_1	K00558	Siphoviridae	Amino acid metabolism
PN1RK|k141_3008867	K17398	Siphoviridae	Amino acid metabolism
PN16RN|k141_1650781	K01491	Siphoviridae	Energy metabolism
PN16RN|k141_1650781	K01939	Siphoviridae	Nucleotide metabolism
PN1CL|k141_190176	K06167	Unclassified	Metabolism of other amino acids
PN13RJ|k141_490223	K01939	Unclassified	Nucleotide metabolism
PN3DG|k141_392799	K17398	Siphoviridae	Amino acid metabolism
PN3DG|k141_392799	K01184	Siphoviridae	Carbohydrate metabolism
PN5IA|k141_183911_1	K00558	Siphoviridae	Amino acid metabolism
PN5IA|k141_183911_1	K00789	Siphoviridae	Amino acid metabolism
PN7RK|k141_1756932	K06131	Unclassified	Lipid metabolism
PN8RM|k141_1773412	K00558	Siphoviridae	Amino acid metabolism
PN11RN|k141_1082296	K00558	Unclassified	Amino acid metabolism
PN11RN|k141_1082296	K01854	Unclassified	Carbohydrate metabolism
PN6RQ|k141_1826788	K21029	Unclassified	"Folding, sorting and degradation"
PN9RL|k141_1788300	K00558	Myoviridae	Amino acid metabolism
PN3RF|k141_3568528	K00600	Siphoviridae	Carbohydrate metabolism
PN14RH|k141_1337128	K00134	Unclassified	Carbohydrate metabolism
PN14RH|k141_1337128	K00390	Unclassified	Energy metabolism
PN14RH|k141_1337128	K17398	Unclassified	Amino acid metabolism
PN3CF|k141_726552	K00568	Siphoviridae	Metabolism of cofactors and vitamins
PN1RH|k141_1951773	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN15RN|k141_1127091	K01939	Siphoviridae	Nucleotide metabolism
PN15RN|k141_1127091	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN1RF|k141_1367691	K06167	Siphoviridae	Metabolism of other amino acids
PN1RF|k141_1367691	K00390	Siphoviridae	Energy metabolism
PN1RF|k141_1367691	K00558	Siphoviridae	Amino acid metabolism
PN10RF|k141_296775_1	K00789	Siphoviridae	Amino acid metabolism
PN3LB|k141_394130	K00558	Unclassified	Amino acid metabolism
PN13RA|k141_1284699	K22227	Unclassified	Metabolism of cofactors and vitamins
PN9RJ|k141_1074198	K06167	Myoviridae	Metabolism of other amino acids
PN8RE|k141_876975	K00390	Unclassified	Energy metabolism
PN8RE|k141_876975	K02536	Unclassified	Glycan biosynthesis and metabolism
PN1CJ|k141_1322765	K00558	Siphoviridae	Amino acid metabolism
PN1CJ|k141_1322765	K00558	Siphoviridae	Amino acid metabolism
PN7RH|k141_1711989	K00558	Unclassified	Amino acid metabolism
PN7RH|k141_1711989	K06167	Unclassified	Metabolism of other amino acids
PN2CD|k141_1014057	K00558	Unclassified	Amino acid metabolism
PN2CD|k141_1014057	K00558	Unclassified	Amino acid metabolism
PN5RG|k141_10580	K00558	Unclassified	Amino acid metabolism
PN5RG|k141_10580	K00390	Unclassified	Energy metabolism
PN14RM|k141_814971_1	K00789	Siphoviridae	Amino acid metabolism
PN7RL|k141_1369860	K21029	Podoviridae_crAss-like	"Folding, sorting and degradation"
PN8RJ|k141_1036431	K00558	Unclassified	Amino acid metabolism
PN7RQ|k141_618035_1	K00390	Siphoviridae	Energy metabolism
PN7RQ|k141_618035_1	K00558	Siphoviridae	Amino acid metabolism
PN7RQ|k141_618035_1	K00789	Siphoviridae	Amino acid metabolism
PN7RQ|k141_618035_1	K00558	Siphoviridae	Amino acid metabolism
PN7RQ|k141_618035_1	K00558	Siphoviridae	Amino acid metabolism
PN1GJ|k141_371587_1	K06920	Siphoviridae	Metabolism of cofactors and vitamins
PN3CC|k141_1683583	K09882	Siphoviridae	Metabolism of cofactors and vitamins
PN3CB|k141_1953516	K17398	Siphoviridae	Amino acid metabolism
PN1CJ|k141_1429668	K17398	Siphoviridae	Amino acid metabolism
PN1CJ|k141_1429668	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN1CJ|k141_1429668	K00390	Siphoviridae	Energy metabolism
PN1CJ|k141_1429668	K00390	Siphoviridae	Energy metabolism
PN16RM|k141_1528255	K00390	Siphoviridae	Energy metabolism
PN7RJ|k141_2055268	K19286	Unclassified	Metabolism of cofactors and vitamins
PN5CD|k141_510892_1	K00558	Unclassified	Amino acid metabolism
PN2JG|k141_53054	K00558	Unclassified	Amino acid metabolism
PN1CG|k141_680684	K00390	Unclassified	Energy metabolism
GY8|NODE_2_1	K01915	Siphoviridae	Carbohydrate metabolism
J113|NODE_10_1	K00558	Siphoviridae	Amino acid metabolism
PN7RI|k141_335627_1	K00558	Siphoviridae	Amino acid metabolism
PN5RF|k141_1170693	K00390	Siphoviridae	Energy metabolism
PN2RE|k141_121990	K00390	Myoviridae	Energy metabolism
PN2RE|k141_121990	K00390	Myoviridae	Energy metabolism
PN15RA|k141_59598	K00390	Unclassified	Energy metabolism
PN15RA|k141_59598	K00558	Unclassified	Amino acid metabolism
PN10RQ|k141_326521_1	K00558	Unclassified	Amino acid metabolism
PN10RH|k141_1049070	K00558	Siphoviridae	Amino acid metabolism
PN10RH|k141_1049070	K00558	Siphoviridae	Amino acid metabolism
PN10RH|k141_1049070	K00390	Siphoviridae	Energy metabolism
PN8RH|k141_824835	K01226	Siphoviridae	Carbohydrate metabolism
PN8RH|k141_824835	K00558	Siphoviridae	Amino acid metabolism
PN8RH|k141_824835	K00558	Siphoviridae	Amino acid metabolism
J1357|NODE_28_fragment_1	K00558	Siphoviridae	Amino acid metabolism
J1357|NODE_28_fragment_1	K06167	Siphoviridae	Metabolism of other amino acids
PN16RR|k141_1063862	K06167	Quimbyviridae	Metabolism of other amino acids
PN3CA|k141_832697	K00558	Myoviridae	Amino acid metabolism
PN10RJ|k141_83573	K00558	Siphoviridae	Amino acid metabolism
PN10RJ|k141_83573	K00789	Siphoviridae	Amino acid metabolism
PN10RJ|k141_83573	K00558	Siphoviridae	Amino acid metabolism
PN5LA|k141_126812	K00390	Siphoviridae	Energy metabolism
PN5LA|k141_126812	K00558	Siphoviridae	Amino acid metabolism
PN16RN|k141_763731_1	K00789	Siphoviridae	Amino acid metabolism
PN16RN|k141_763731_1	K00390	Siphoviridae	Energy metabolism
PN16RD|k141_161165	K03148	Unclassified	Metabolism of cofactors and vitamins
PN5CC|k141_527268_1	K17398	Siphoviridae	Amino acid metabolism
PN5CC|k141_527268_1	K17398	Siphoviridae	Amino acid metabolism
PN5CC|k141_527268_1	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN13RM|k141_1197154_1	K00789	Siphoviridae	Amino acid metabolism
PN13RM|k141_1197154_1	K00558	Siphoviridae	Amino acid metabolism
PN11RJ|k141_2448640_1	K00789	Unclassified	Amino acid metabolism
PN11RJ|k141_2448640_1	K00390	Unclassified	Energy metabolism
PN11RJ|k141_2448640_1	K00558	Unclassified	Amino acid metabolism
PN11RJ|k141_2448640_1	K06167	Unclassified	Metabolism of other amino acids
PN10RO|k141_873035	K00558	Siphoviridae	Amino acid metabolism
PN14RF|k141_1259262	K00390	Siphoviridae	Energy metabolism
PN4RE|k141_1596026	K09883	Unclassified	Metabolism of cofactors and vitamins
PN4RE|k141_1596026	K09882	Unclassified	Metabolism of cofactors and vitamins
PN4RH|k141_994008_1	K00558	Siphoviridae	Amino acid metabolism
PN4RH|k141_994008_1	K00390	Siphoviridae	Energy metabolism
PN2DB|k141_81533	K00287	Myoviridae	Metabolism of cofactors and vitamins
PN13RC|k141_1815245	K01734	Myoviridae	Carbohydrate metabolism
PN13RC|k141_1815245	K01710	Myoviridae	Glycan biosynthesis and metabolism
PN13RC|k141_1815245	K00067	Myoviridae	Glycan biosynthesis and metabolism
PN13RC|k141_1815245	K01790	Myoviridae	Glycan biosynthesis and metabolism
PN13RC|k141_1815245	K01710	Myoviridae	Glycan biosynthesis and metabolism
PN13RC|k141_1815245	K00558	Myoviridae	Amino acid metabolism
PN13RC|k141_1815245	K00973	Myoviridae	Glycan biosynthesis and metabolism
PN2RB|k141_989366	K21029	Siphoviridae	"Folding, sorting and degradation"
PN2RB|k141_989366	K08281	Siphoviridae	Metabolism of cofactors and vitamins
PN2RB|k141_989366	K03462	Siphoviridae	Metabolism of cofactors and vitamins
PN2RB|k141_989366	K01916	Siphoviridae	Metabolism of cofactors and vitamins
PN2RB|k141_989366	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN2RB|k141_989366	K01491	Siphoviridae	Energy metabolism
PN10RP|k141_1203199_1	K23144	Myoviridae	Carbohydrate metabolism
PN16RP|k141_430541_1	K00789	Siphoviridae	Amino acid metabolism
PN16RP|k141_430541_1	K00390	Siphoviridae	Energy metabolism
PN5CA|k141_435670	K09883	Unclassified	Metabolism of cofactors and vitamins
PN5CA|k141_435670	K09882	Unclassified	Metabolism of cofactors and vitamins
PN5CA|k141_435670	K09882	Unclassified	Metabolism of cofactors and vitamins
PN1RA|k141_3316575	K17398	Siphoviridae	Amino acid metabolism
PN14RD|k141_139755	K07260	Rountreeviridae	Glycan biosynthesis and metabolism
PN3RH|k141_712321	K00558	Myoviridae	Amino acid metabolism
PN3RH|k141_712321	K00789	Myoviridae	Amino acid metabolism
PN3RH|k141_712321	K00558	Myoviridae	Amino acid metabolism
PN16RP|k141_251117	K00390	Unclassified	Energy metabolism
PN16RP|k141_251117	K17398	Unclassified	Amino acid metabolism
PN8RH|k141_543607	K00390	Unclassified	Energy metabolism
PN13RE|k141_418397	K00558	Siphoviridae	Amino acid metabolism
PN5RD|k141_962441	K06167	Siphoviridae	Metabolism of other amino acids
PN3RE|k141_719427	K00558	Unclassified	Amino acid metabolism
PN11RI|k141_904006	K17398	Unclassified	Amino acid metabolism
PN1LI|k141_1066741	K01495	Siphoviridae	Metabolism of cofactors and vitamins
PN1LI|k141_1066741	K10026	Siphoviridae	Metabolism of cofactors and vitamins
PN1LI|k141_1066741	K01737	Siphoviridae	Metabolism of cofactors and vitamins
PN1LI|k141_1066741	K06920	Siphoviridae	Metabolism of cofactors and vitamins
PN1LI|k141_1066741	K09457	Siphoviridae	Metabolism of cofactors and vitamins
PN6RB|k141_1551952	K00558	Siphoviridae	Amino acid metabolism
PN1RG|k141_584542	K00390	Unclassified	Energy metabolism
PN14RD|k141_907190	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN2RA|k141_2236183	K00558	Myoviridae	Amino acid metabolism
PN2RA|k141_2236183	K00558	Myoviridae	Amino acid metabolism
PN8RN|k141_100089	K00558	Siphoviridae	Amino acid metabolism
PN8RN|k141_100089	K00789	Siphoviridae	Amino acid metabolism
PN8RJ|k141_883005	K00558	Unclassified	Amino acid metabolism
PN1RH|k141_1653771	K00558	Unclassified	Amino acid metabolism
PN2CJ|k141_110894	K01916	Siphoviridae	Metabolism of cofactors and vitamins
PN2CJ|k141_110894	K03462	Siphoviridae	Metabolism of cofactors and vitamins
PN2CJ|k141_110894	K08281	Siphoviridae	Metabolism of cofactors and vitamins
PN2CJ|k141_110894	K00390	Siphoviridae	Energy metabolism
PN2CJ|k141_110894	K00558	Siphoviridae	Amino acid metabolism
PN2CJ|k141_110894	K17398	Siphoviridae	Amino acid metabolism
PN5RG|k141_608398_1	K01915	Unclassified	Carbohydrate metabolism
PN3RB|k141_1114112	K01784	Unclassified	Carbohydrate metabolism
PN13RM|k141_783761	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN13RM|k141_783761	K00600	Siphoviridae	Carbohydrate metabolism
PN7RO|k141_1308724	K11175	Unclassified	Nucleotide metabolism
PN7RB|k141_873300	K00800	Unclassified	Amino acid metabolism
J9|NODE_1_1	K01195	Siphoviridae	Carbohydrate metabolism
PN13RI|k141_831160	K00789	Siphoviridae	Amino acid metabolism
PN1RC|k141_1008184	K00558	Unclassified	Amino acid metabolism
PN1CK|k141_420009	K00390	Unclassified	Energy metabolism
PN7RE|k141_420131	K03148	Unclassified	Metabolism of cofactors and vitamins
PN5CC|k141_152144	K00771	Siphoviridae	Glycan biosynthesis and metabolism
PN11RI|k141_424156	K00059	Siphoviridae	Lipid metabolism
PN1JI|k141_75436	K00558	Siphoviridae	Amino acid metabolism
PN1JI|k141_75436	K00558	Siphoviridae	Amino acid metabolism
PN1JG|k141_150547	K01491	Siphoviridae	Energy metabolism
PN1JG|k141_150547	K01939	Siphoviridae	Nucleotide metabolism
PN5RG|k141_75221	K00558	Siphoviridae	Amino acid metabolism
PN1LJ|k141_670607	K00390	Siphoviridae	Energy metabolism
PN2DG|k141_59552	K02078	Ackermannviridae	Lipid metabolism
PN2DG|k141_59552	K03462	Ackermannviridae	Metabolism of cofactors and vitamins
PN3LF|k141_568477	K00390	Siphoviridae	Energy metabolism
PN3LD|k141_167470_1	K00390	Myoviridae	Energy metabolism
PN8RC|k141_6677	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN1RD|k141_3415950	K00558	Siphoviridae	Amino acid metabolism
PN1RD|k141_3415950	K01491	Siphoviridae	Energy metabolism
PN1RD|k141_3415950	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN1LG|k141_143183	K00390	Unclassified	Energy metabolism
PN13RD|k141_1009834	K00558	Siphoviridae	Amino acid metabolism
PN7RL|k141_1619953	K13273	Siphoviridae	Metabolism of terpenoids and polyketides
PN1LH|k141_441624	K00558	Unclassified	Amino acid metabolism
PN16RO|k141_258139	K00558	Unclassified	Amino acid metabolism
PN16RO|k141_258139	K09882	Unclassified	Metabolism of cofactors and vitamins
PN8RK|k141_271590	K00558	Siphoviridae	Amino acid metabolism
PN2GG|k141_478725	K03183	Siphoviridae	Metabolism of cofactors and vitamins
PN13RR|k141_592787	K01491	Siphoviridae	Energy metabolism
PN7RM|k141_800918_1	K00789	Siphoviridae	Amino acid metabolism
PN7RM|k141_800918_1	K00558	Siphoviridae	Amino acid metabolism
PN8RJ|k141_321283	K00558	Siphoviridae	Amino acid metabolism
PN8RJ|k141_321283	K06167	Siphoviridae	Metabolism of other amino acids
PN14RK|k141_1756206	K00789	Unclassified	Amino acid metabolism
PN15RH|k141_872876	K21029	Podoviridae_crAss-like	"Folding, sorting and degradation"
PN7RR|k141_53608	K22316	Siphoviridae	Metabolism of cofactors and vitamins
PN9RO|k141_1028206	K03273	Quimbyviridae	Glycan biosynthesis and metabolism
PN15RC|k141_1007557	K00558	Flandersviridae	Amino acid metabolism
H19|NODE_1_1	K00558	Siphoviridae	Amino acid metabolism
PN5CC|k141_61128	K00390	Unclassified	Energy metabolism
PN3RG|k141_239098	K00558	Unclassified	Amino acid metabolism
PN16RS|k141_1158073	K00390	Myoviridae	Energy metabolism
PN7RH|k141_1431146	K06167	Unclassified	Metabolism of other amino acids
PN6RA|k141_1758079	K00558	Podoviridae_crAss-like	Amino acid metabolism
PN15RE|k141_4251	K15359	Quimbyviridae	Metabolism of cofactors and vitamins
PN15RE|k141_4251	K06167	Quimbyviridae	Metabolism of other amino acids
J1365|NODE_2_1	K00558	Siphoviridae	Amino acid metabolism
PN1RH|k141_3088510	K00789	Unclassified	Amino acid metabolism
PN5RC|k141_619200	K18122	Unclassified	Carbohydrate metabolism
PN15RI|k141_1085109	K00390	Siphoviridae	Energy metabolism
PN13RE|k141_521551	K00558	Siphoviridae	Amino acid metabolism
PN1RF|k141_51530	K00390	Unclassified	Energy metabolism
PN6RC|k141_311899	K00558	Siphoviridae	Amino acid metabolism
PN8RI|k141_1266294	K00558	Siphoviridae	Amino acid metabolism
PN8RI|k141_1266294	K00789	Siphoviridae	Amino acid metabolism
PN13RQ|k141_1043122_1	K06167	Unclassified	Metabolism of other amino acids
PN1CI|k141_46984	K03273	Quimbyviridae	Glycan biosynthesis and metabolism
PN1CI|k141_46984	K09882	Quimbyviridae	Metabolism of cofactors and vitamins
PN16RL|k141_331766	K00558	Siphoviridae	Amino acid metabolism
PN8RE|k141_319755	K08281	Siphoviridae	Metabolism of cofactors and vitamins
PN8RE|k141_319755	K01916	Siphoviridae	Metabolism of cofactors and vitamins
PN8RE|k141_319755	K00287	Siphoviridae	Metabolism of cofactors and vitamins
PN5CB|k141_261046_1	K01955	Myoviridae	Nucleotide metabolism
PN5CB|k141_261046_1	K01586	Myoviridae	Amino acid metabolism
PN5CB|k141_261046_1	K01854	Myoviridae	Carbohydrate metabolism
PN3RE|k141_1061631	K00973	Myoviridae	Glycan biosynthesis and metabolism
PN3RE|k141_1061631	K06920	Myoviridae	Metabolism of cofactors and vitamins
PN3LC|k141_1201584	K00390	Unclassified	Energy metabolism
PN10RJ|k141_1465580	K06167	Siphoviridae	Metabolism of other amino acids
PN11RF|k141_2020053	K00789	Myoviridae	Amino acid metabolism
PN7RT|k141_1495462	K00390	Siphoviridae	Energy metabolism
PN1JH|k141_157962	K06211	Myoviridae	Metabolism of cofactors and vitamins
PN1JH|k141_157962	K00789	Myoviridae	Amino acid metabolism
PN1JH|k141_157962	K00657	Myoviridae	Amino acid metabolism
PN1RA|k141_1400650	K06167	Quimbyviridae	Metabolism of other amino acids
PN6RQ|k141_1170329_1	K06167	Unclassified	Metabolism of other amino acids
PN7RC|k141_2058668	K00390	Unclassified	Energy metabolism
PN8RS|k141_487350	K17398	Unclassified	Amino acid metabolism
PN1RG|k141_479762	K22227	Unclassified	Metabolism of cofactors and vitamins
PN2RA|k141_892251_fragment_2	K08679	Unclassified	Carbohydrate metabolism
PN3GC|k141_167148_fragment_2	K05366	Unclassified	Glycan biosynthesis and metabolism
PN5RD|k141_815928_1	K00789	Siphoviridae	Amino acid metabolism
PN5RD|k141_815928_1	K00390	Siphoviridae	Energy metabolism
PN12RH|k141_1373977	K02536	Unclassified	Glycan biosynthesis and metabolism
PN4RE|k141_1021013	K00558	Siphoviridae	Amino acid metabolism
PN4RE|k141_1021013	K00789	Siphoviridae	Amino acid metabolism
PN4RE|k141_1021013	K00558	Siphoviridae	Amino acid metabolism
PN16RA|k141_654191	K17398	Unclassified	Amino acid metabolism
PN7RV|k141_812319	K00789	Unclassified	Amino acid metabolism
PN13RQ|k141_1192323_1	K00558	Myoviridae	Amino acid metabolism
PN3LC|k141_2376978	K00558	Unclassified	Amino acid metabolism
PN8RL|k141_1781816	K00789	Unclassified	Amino acid metabolism
PN8RL|k141_1781816	K05396	Unclassified	Amino acid metabolism
PN14RQ|k141_1158133	K00600	Unclassified	Carbohydrate metabolism
PN14RK|k141_1756201	K00390	Siphoviridae	Energy metabolism
PN12RD|k141_502746	K00558	Siphoviridae	Amino acid metabolism
PN3DG|k141_102125_1	K00651	Unclassified	Energy metabolism
PN7RO|k141_1622921	K00059	Unclassified	Lipid metabolism
PN7RO|k141_1622921	K00973	Unclassified	Glycan biosynthesis and metabolism
PN7RO|k141_1622921	K01790	Unclassified	Glycan biosynthesis and metabolism
PN7RO|k141_1622921	K00067	Unclassified	Glycan biosynthesis and metabolism
PN7RO|k141_1622921	K01710	Unclassified	Glycan biosynthesis and metabolism
PN7RO|k141_1622921	K22227	Unclassified	Metabolism of cofactors and vitamins
J194|NODE_7_1	K00390	Siphoviridae	Energy metabolism
PN8RP|k141_865458	K00558	Siphoviridae	Amino acid metabolism
PN15RC|k141_12932	K00390	Unclassified	Energy metabolism
PN13RL|k141_621970	K00390	Siphoviridae	Energy metabolism
PN13RL|k141_621970	K08281	Siphoviridae	Metabolism of cofactors and vitamins
PN13RL|k141_621970	K03462	Siphoviridae	Metabolism of cofactors and vitamins
PN13RL|k141_621970	K01916	Siphoviridae	Metabolism of cofactors and vitamins
PN13RL|k141_621970	K00600	Siphoviridae	Carbohydrate metabolism
PN13RL|k141_621970	K00558	Siphoviridae	Amino acid metabolism
PN13RL|k141_621970	K00558	Siphoviridae	Amino acid metabolism
PN8RF|k141_1088236	K00390	Unclassified	Energy metabolism
H124|NODE_1_1_fragment_1	K01054	Siphoviridae	Lipid metabolism
PN2RG|k141_598899_1	K03148	Podoviridae_crAss-like	Metabolism of cofactors and vitamins
PN2LD|k141_969554	K00789	Unclassified	Amino acid metabolism
PN3CF|k141_638385	K21029	Unclassified	"Folding, sorting and degradation"
PN6RB|k141_1344640_1	K00558	Siphoviridae	Amino acid metabolism
PN6RB|k141_1344640_1	K00558	Siphoviridae	Amino acid metabolism
PN6RB|k141_1344640_1	K00558	Siphoviridae	Amino acid metabolism
PN1LH|k141_1036928	K06167	Unclassified	Metabolism of other amino acids
PN3LA|k141_805135	K00390	Unclassified	Energy metabolism
PN7RI|k141_1696966	K07173	Siphoviridae	Amino acid metabolism
PN7RI|k141_1696966	K00558	Siphoviridae	Amino acid metabolism
PN7RI|k141_1696966	K03273	Siphoviridae	Glycan biosynthesis and metabolism
PN7RI|k141_1696966	K00558	Siphoviridae	Amino acid metabolism
PN7RI|k141_1696966	K00789	Siphoviridae	Amino acid metabolism
PN3CF|k141_1575949	K01771	Unclassified	Carbohydrate metabolism
PN3CF|k141_1575949	K09882	Unclassified	Metabolism of cofactors and vitamins
PN16RO|k141_1089107	K06167	Unclassified	Metabolism of other amino acids
PN5RB|k141_980827	K03273	Quimbyviridae	Glycan biosynthesis and metabolism
GY2|NODE_15_1	K06167	Siphoviridae	Metabolism of other amino acids
PN3RF|k141_1713400	K17398	Unclassified	Amino acid metabolism
PN5LA|k141_222884	K00558	Siphoviridae	Amino acid metabolism
PN2RG|k141_439826	K01939	Siphoviridae	Nucleotide metabolism
PN14RE|k141_278021	K00390	Unclassified	Energy metabolism
PN13RM|k141_37173	K00558	Unclassified	Amino acid metabolism
PN12RI|k141_353311	K00789	Siphoviridae	Amino acid metabolism
PN3RA|k141_1333871	K20509	Siphoviridae	Carbohydrate metabolism
PN3RA|k141_1333871	K00558	Siphoviridae	Amino acid metabolism
PN2JF|k141_72497	K00390	Siphoviridae	Energy metabolism
PN14RH|k141_574539	K01495	Siphoviridae	Metabolism of cofactors and vitamins
PN14RH|k141_574539	K10026	Siphoviridae	Metabolism of cofactors and vitamins
PN14RH|k141_574539	K01737	Siphoviridae	Metabolism of cofactors and vitamins
PN14RH|k141_574539	K06920	Siphoviridae	Metabolism of cofactors and vitamins
PN5JH|k141_408053	K00558	Quimbyviridae	Amino acid metabolism
PN5LG|k141_131526	K00558	Unclassified	Amino acid metabolism
PN16RA|k141_782149	K00558	Siphoviridae	Amino acid metabolism
PN13RB|k141_2274743	K17398	Unclassified	Amino acid metabolism
PN12RB|k141_173006	K17398	Unclassified	Amino acid metabolism
PN12RA|k141_534505	K00558	Myoviridae	Amino acid metabolism
