DATASET_GRADIENT
#In gradient datasets, each ID is associated to a single numeric value which is converted to a colored box based on the gradient defined.

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throught this file.
SEPARATOR TAB
#SEPARATOR SPACE
#SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL	completeness
PN1RA_k141_1905531	54.6
PN1RA_k141_2099693	76.83
PN1RA_k141_2188434	52.7
PN1RA_k141_2235290	71.07
PN1RA_k141_2363194	63.16
PN1RA_k141_2513202	65.99
PN1RA_k141_2564219	100
PN1RA_k141_3028772	70.52
PN1RA_k141_3158471	59.71
PN1RA_k141_364613	100
PN1RA_k141_3700385	100
PN1RA_k141_3914734	100
PN1RA_k141_3964592	76.61
PN1RA_k141_4399293	100
PN1RA_k141_4399311	100
PN1RA_k141_600627	58.51
PN1RA_k141_795394	57.71
PN1RA_k141_816037	58.16
PN1RB_k141_1401784	63.3
PN1RB_k141_1664868	92
PN1RB_k141_1833045	66.4
PN1RB_k141_2165228	71.92
PN1RB_k141_2332490	100
PN1RB_k141_2422569	70.04
PN1RB_k141_2583997	58.41
PN1RB_k141_3558148	76.56
PN1RB_k141_3810624	87.07
PN1RB_k141_4059408	100
PN1RB_k141_666031	100
PN1RB_k141_773614	76.51
PN1RB_k141_804923	79.74
PN1RB_k141_866967	100
PN1RC_k141_1084939	68.64
PN1RC_k141_1366652	100
PN1RC_k141_1884312_1	87.81
PN1RC_k141_2231680	55.22
PN1RC_k141_3091604	100
PN1RC_k141_348476_1	96.73
PN1RC_k141_3544090	100
PN1RC_k141_74424	100
PN1RD_k141_1023616	79.52
PN1RD_k141_1526764	59.18
PN1RD_k141_1730895	56.33
PN1RD_k141_2197577	77.49
PN1RD_k141_2427514	65.57
PN1RD_k141_2509981	58.66
PN1RD_k141_2532596	65.03
PN1RD_k141_3054147	69.29
PN1RD_k141_3064498	73.38
PN1RD_k141_3132088	100
PN1RD_k141_3415962	100
PN1RD_k141_3416026	68.96
PN1RD_k141_368396	100
PN1RE_k141_1499665	79.61
PN1RE_k141_1642070	50.61
PN1RE_k141_1695672	100
PN1RE_k141_1723161	100
PN1RE_k141_1784505	100
PN1RE_k141_1784534	100
PN1RE_k141_1784667	100
PN1RE_k141_447000	100
PN1RE_k141_491248	63.15
PN1RE_k141_599674	95.96
PN1RE_k141_609425	65.14
PN1RE_k141_64146	89.34
PN1RE_k141_839520	61.94
PN1RF_k141_1127402	100
PN1RF_k141_1293377	90.19
PN1RF_k141_1648866	54.31
PN1RF_k141_1824954	56.21
PN1RF_k141_210796	61.73
PN1RF_k141_528260	100
PN1RF_k141_556694	71.76
PN1RF_k141_609535	82.47
PN1RF_k141_663808	76.94
PN1RG_k141_352468	100
PN1RG_k141_441349	68.2
PN1RG_k141_587061	90.69
PN1RG_k141_832918	60.89
PN1RH_k141_1153509	61.96
PN1RH_k141_1183671	85.14
PN1RH_k141_1258213	50.4
PN1RH_k141_1381831	69.22
PN1RH_k141_1586077	78.74
PN1RH_k141_174682	75.41
PN1RH_k141_2075714	82.99
PN1RH_k141_2180598	77.95
PN1RH_k141_2866242	100
PN1RH_k141_3029515	94.31
PN1RH_k141_3088544	100
PN1RH_k141_318967	54.15
PN1RH_k141_379826	68.85
PN1RH_k141_421704	84.13
PN1RH_k141_892244	50.1
PN1RI_k141_1102334	74.21
PN1RI_k141_1111404	59.94
PN1RI_k141_1153987	100
PN1RI_k141_1159116	100
PN1RI_k141_119137	95.46
PN1RI_k141_1387330	57.87
PN1RI_k141_1690095	60.21
PN1RI_k141_1714318	100
PN1RI_k141_1751838	63.47
PN1RI_k141_256636	53.78
PN1RI_k141_289808	70.23
PN1RI_k141_3624	89.85
PN1RI_k141_501118	92.27
PN1RI_k141_522945	62.2
PN1RI_k141_557188	58.84
PN1RI_k141_999268	54.15
PN1RJ_k141_1016286	52.94
PN1RJ_k141_1111452_1	62.24
PN1RJ_k141_1134002	61.57
PN1RJ_k141_1373882	100
PN1RJ_k141_191063	85.94
PN1RJ_k141_45417	98.69
PN1RJ_k141_472729	79.57
PN1RJ_k141_719342	50.19
PN1RJ_k141_736425	72.58
PN1RJ_k141_740328	69.88
PN1RJ_k141_827308	100
PN1RK_k141_1007650	92.4
PN1RK_k141_126512	90.1
PN1RK_k141_1388361	55.63
PN1RK_k141_1396897	95.61
PN1RK_k141_1531307	68.38
PN1RK_k141_1555736	78.45
PN1RK_k141_1661487	72.99
PN1RK_k141_1785977	73.39
PN1RK_k141_1913832	63.57
PN1RK_k141_2091343	72.2
PN1RK_k141_2186485	62.73
PN1RK_k141_2622423	52.47
PN1RK_k141_2633487	100
PN1RK_k141_2880081	100
PN1RK_k141_2970429	100
PN1RK_k141_3418361	100
PN1RK_k141_3454525	81.82
PN1RK_k141_3489923	100
PN1RK_k141_3489945	100
PN1RK_k141_413794	57.85
PN1RK_k141_569281	100
PN1RL_k141_1011403	100
PN1RL_k141_1023782	75.11
PN1RL_k141_1182184_1	57.45
PN1RL_k141_1188503	100
PN1RL_k141_1251367	61.81
PN1RL_k141_1302194	63.96
PN1RL_k141_1368196	100
PN1RL_k141_1495202	69.56
PN1RL_k141_1598420	70.27
PN1RL_k141_1635553	59.45
PN1RL_k141_1898034_1	53.35
PN1RL_k141_2142909	66.61
PN1RL_k141_2264272	100
PN1RL_k141_335427	74.95
PN1RL_k141_34294	75.2
PN1RL_k141_486551	61.45
PN1RL_k141_575857	62.15
PN1RL_k141_797561	89.7
PN1RL_k141_826780	100
PN2CA_k141_1402722	75.58
PN2CA_k141_1427470	100
PN2CA_k141_1427471	100
PN2CA_k141_144916	56.92
PN2CA_k141_491664	53.51
PN2CA_k141_95727	77.15
PN2CB_k141_839929	63.25
PN2CC_k141_2019316	100
PN2CC_k141_223954	78.56
PN2CC_k141_813797	100
PN2CD_k141_1978369	54.22
PN2CD_k141_499233	53.93
PN2CE_k141_1179092	92.55
PN2CE_k141_1180972	59.21
PN2CE_k141_1193852	100
PN2CE_k141_1328216	56.39
PN2CE_k141_1590130	95.74
PN2CE_k141_2355844	100
PN2CE_k141_2355867	100
PN2CE_k141_7038	100
PN2CE_k141_932626	52.5
PN2CF_k141_2164841	100
PN2CF_k141_2787931	100
PN2CF_k141_885078	97.24
PN2CG_k141_1154907	57.45
PN2CG_k141_1329090	63.34
PN2CG_k141_1465675	100
PN2CG_k141_1616630	51.94
PN2CG_k141_165408	52.67
PN2CG_k141_2101746	85.74
PN2CG_k141_210688	100
PN2CG_k141_2139589	72.23
PN2CG_k141_2139596	56.55
PN2CG_k141_2139699	59.77
PN2CG_k141_216214	55.25
PN2CG_k141_726536	66.16
PN2CH_k141_134220	51.09
PN2CH_k141_1598891	83.22
PN2CH_k141_1669996	85.29
PN2CH_k141_1803835	100
PN2CH_k141_2478328	53.19
PN2CH_k141_728877	100
PN2CH_k141_747134	59.24
PN2CI_k141_1047828	59.34
PN2CI_k141_2929650	100
PN2CI_k141_2929664	100
PN2CJ_k141_196611	100
PN2CJ_k141_2156962	51.48
PN2CJ_k141_2161160	90.08
PN2CJ_k141_2509088	96.57
PN2CJ_k141_2509314	58.4
PN2CJ_k141_554298	81.85
PN2CJ_k141_591372	64.72
PN2DB_k141_130343	100
PN2DE_k141_29087	100
PN2GA_k141_121756	100
PN2GB_k141_101492	59.48
PN2GB_k141_138011	100
PN2GB_k141_414701	100
PN2GC_k141_213852	80.47
PN2GC_k141_29199	51.29
PN2GC_k141_392704	50.17
PN2GD_k141_215096	55.34
PN2GJ_k141_11640	91.26
PN2GJ_k141_127169	100
PN2GJ_k141_133556	68.81
PN2GJ_k141_62000	59.88
PN2IA_k141_67571	65.58
PN2IF_k141_136929	100
PN2IF_k141_174033	52.84
PN2IF_k141_182032	54.21
PN2IF_k141_58884	51.72
PN2IG_k141_44736	95.47
PN2JA_k141_36597	67.43
PN2JA_k141_8850	50.63
PN2JC_k141_120970	95.29
PN2JC_k141_139976	57.89
PN2JD_k141_280756	55.16
PN2JD_k141_301559	100
PN2JD_k141_477253	51.29
PN2JD_k141_487364	89.77
PN2JE_k141_18974	60.06
PN2JE_k141_43138	96.59
PN2JF_k141_130571	100
PN2JG_k141_101280	72.65
PN2JG_k141_49303	64.22
PN2JH_k141_20562	100
PN2JH_k141_23310	50.03
PN2JI_k141_119432	100
PN2JI_k141_98635	100
PN2LA_k141_1633627	58.62
PN2LB_k141_1799877	55.6
PN2LB_k141_2127140	64.96
PN2LB_k141_2213181	100
PN2LB_k141_244376	100
PN2LB_k141_969393	68.34
PN2LD_k141_179389	65
PN2LD_k141_730325	72.14
PN2LD_k141_822047	55.73
PN2LF_k141_261278	75.67
PN2LF_k141_292975	100
PN2LF_k141_32043	100
PN2LF_k141_373435	72.35
PN2LF_k141_79303	100
PN2LG_k141_1133336	69.95
PN2LG_k141_1539197	100
PN2LG_k141_1645819	100
PN2LG_k141_1808604	73.04
PN2LG_k141_260116	50.28
PN2LG_k141_749711	51.47
PN2LG_k141_805788	52.08
PN2LI_k141_1313948	55.43
PN2RA_k141_1083743	77.86
PN2RA_k141_1116164	51.82
PN2RA_k141_1269015	55.44
PN2RA_k141_1525728	60.79
PN2RA_k141_1702774	67.39
PN2RA_k141_1774837	92.3
PN2RA_k141_2346255	94.53
PN2RA_k141_2717663	100
PN2RA_k141_2852993	100
PN2RA_k141_2853188	100
PN2RA_k141_322699	100
PN2RA_k141_507561	50.49
PN2RA_k141_584365	96.89
PN2RA_k141_67559	69.94
PN2RA_k141_861323	75.22
PN2RC_k141_1204021	56.49
PN2RC_k141_1906227	84.5
PN2RE_k141_995	100
PN2RF_k141_1798433	51.7
PN2RF_k141_2298243	66.98
PN2RF_k141_2362795	100
PN2RF_k141_2393764	79.04
PN2RF_k141_2762354	53.88
PN2RF_k141_342129	57.32
PN2RG_k141_1139637	93.2
PN2RG_k141_1149055	100
PN2RG_k141_1149929	73.06
PN2RG_k141_1567211	55.22
PN2RG_k141_1982870	62.48
PN2RG_k141_36151	100
PN2RG_k141_657474	56.43
PN2RG_k141_733360	66.25
PN2RH_k141_1043479	100
PN2RH_k141_2539413	93.33
PN2RH_k141_2567570	52.82
PN2RI_k141_1608878	78.3
PN2RJ_k141_1043801	100
PN2RJ_k141_1516552	91.78
PN2RJ_k141_498211	56.94
PN3CA_k141_1189054_1	51.42
PN3CA_k141_1443104_1	85.8
PN3CA_k141_1635409	100
PN3CA_k141_1637386	100
PN3CA_k141_1840830	100
PN3CA_k141_1908526	56.87
PN3CA_k141_1986873	84.55
PN3CA_k141_67798	100
PN3CA_k141_844912	51.39
PN3CB_k141_1021376	74.88
PN3CB_k141_1354161	56.89
PN3CB_k141_178629	90.67
PN3CB_k141_1806712	61.05
PN3CB_k141_554651	65.44
PN3CB_k141_624499	52.77
PN3CB_k141_688634	100
PN3CB_k141_782664	63.23
PN3CC_k141_1010297	72.83
PN3CC_k141_1189666	72.52
PN3CC_k141_1222729	91.88
PN3CC_k141_1363898	100
PN3CC_k141_1507906	50.88
PN3CD_k141_1006538	100
PN3CD_k141_1140300	61.07
PN3CD_k141_1532468	81.07
PN3CD_k141_625532	51.51
PN3CD_k141_780859	52.33
PN3CD_k141_802615	100
PN3CD_k141_849840	80.73
PN3CD_k141_911393_1	64.8
PN3CE_k141_440933	78.64
PN3CF_k141_1000281	62.94
PN3CF_k141_1218878	55.52
PN3CF_k141_1563560_1	100
PN3CF_k141_160320	52.07
PN3CF_k141_1813313	93.7
PN3CF_k141_187250	75.86
PN3CF_k141_1937337	100
PN3CF_k141_1993067	100
PN3CF_k141_2039360	57.31
PN3CF_k141_2051983	50.9
PN3CF_k141_2052389	75.77
PN3CF_k141_2093772	78.6
PN3CF_k141_2166808	56.74
PN3CF_k141_2278954	79.96
PN3CF_k141_2285251	54.83
PN3CF_k141_2329584	72.43
PN3CF_k141_2604207	70.8
PN3CF_k141_2616474	100
PN3CF_k141_270905	68.65
PN3CF_k141_333132	95.24
PN3CF_k141_444607	98.94
PN3CF_k141_573619	50.87
PN3CF_k141_669564	88.75
PN3CF_k141_684428	63.07
PN3CF_k141_851317	69.95
PN3CG_k141_108871_1	57.18
PN3CG_k141_1111653	70.53
PN3CG_k141_1299299	55.19
PN3CG_k141_1500692	75.01
PN3CG_k141_231986	94.39
PN3CG_k141_685824	50.01
PN3CG_k141_700251	50.93
PN3CH_k141_1463823	100
PN3CH_k141_2146630_1	85.58
PN3CH_k141_274328	52.79
PN3CH_k141_597185	66.55
PN3DD_k141_117386	100
PN3DD_k141_353227	56.79
PN3DG_k141_149722	93.22
PN3DG_k141_154481	85.92
PN3DG_k141_233388	81.2
PN3DG_k141_375393	97.2
PN3DG_k141_391407	59.65
PN3DG_k141_423466	57.02
PN3GA_k141_115045	69.66
PN3GA_k141_208075_1	85.8
PN3GA_k141_264947	62.6
PN3GA_k141_383252	100
PN3GA_k141_388298	100
PN3GB_k141_229301	68
PN3GB_k141_273557	54.9
PN3GB_k141_33747	72.82
PN3GB_k141_404310	90.55
PN3GB_k141_476671	50.22
PN3GD_k141_1036420	100
PN3GD_k141_456558	89.79
PN3GD_k141_517344	82.7
PN3GD_k141_605106	52.87
PN3GD_k141_6880	92.15
PN3GD_k141_734953	76.23
PN3GD_k141_838694	61.08
PN3GF_k141_166949	53.45
PN3GF_k141_243726	60.68
PN3GF_k141_246480	79.68
PN3GH_k141_59345	96.96
PN3IB_k141_176542	50.11
PN3IB_k141_226140	100
PN3JA_k141_31778	55.51
PN3JC_k141_128385	54.63
PN3JF_k141_283241	60.27
PN3JF_k141_289947	57.1
PN3JF_k141_503310	63.94
PN3JF_k141_50970	53.77
PN3JF_k141_95453	53.59
PN3JG_k141_155322	52.89
PN3LA_k141_1560575	62.66
PN3LA_k141_1617743	100
PN3LA_k141_1764317	77.77
PN3LA_k141_1859250	100
PN3LA_k141_1859253	100
PN3LA_k141_1859281	100
PN3LA_k141_30933	73.97
PN3LA_k141_509345	76.44
PN3LA_k141_572198	76.85
PN3LA_k141_599344	100
PN3LA_k141_617390	67.35
PN3LA_k141_664037	76.63
PN3LA_k141_746949	69.49
PN3LA_k141_755242	100
PN3LA_k141_977896	95.76
PN3LB_k141_1035210	100
PN3LB_k141_1127522	100
PN3LB_k141_1241651	87.22
PN3LB_k141_133067	93.18
PN3LB_k141_1541092	81.92
PN3LB_k141_1566744	100
PN3LB_k141_947799	63.39
PN3LC_k141_1303184	58.93
PN3LC_k141_1395997	56.15
PN3LC_k141_1396194	100
PN3LC_k141_2352013	53.4
PN3LC_k141_2398832	100
PN3LC_k141_2408478	100
PN3LD_k141_1052052	63.41
PN3LD_k141_1558189	100
PN3LD_k141_1609522_1	79.38
PN3LD_k141_178480	59.62
PN3LD_k141_45353	87.89
PN3LD_k141_602427_1	100
PN3LE_k141_1024639	100
PN3LE_k141_1505833	65.59
PN3LE_k141_1728564	95.68
PN3LE_k141_1877077	53.72
PN3LE_k141_1997118	53.15
PN3LF_k141_1077550	61.7
PN3LF_k141_1111415	100
PN3LF_k141_1167197	61.97
PN3LF_k141_1262283	88.06
PN3LF_k141_1327511	100
PN3LF_k141_1471235	55.63
PN3LF_k141_1635407	100
PN3LF_k141_170041	100
PN3LF_k141_174340	56.81
PN3LF_k141_218004	71.65
PN3LF_k141_417725	93.12
PN3LF_k141_433232	63.08
PN3LF_k141_686260	77.98
PN3LF_k141_715085	94.18
PN3LF_k141_744765	100
PN3LF_k141_769744	74.26
PN3LG_k141_1058897	78.72
PN3LG_k141_1146926	54.82
PN3LG_k141_1655330	50.28
PN3LG_k141_357204	80.01
PN3LG_k141_376631	85.73
PN3LG_k141_680280	53.21
PN3LG_k141_802302	70.36
PN3LG_k141_874847	53.62
PN3LH_k141_177094	68.35
PN3RA_k141_1335842	54.5
PN3RA_k141_1696321	51.86
PN3RA_k141_2335772	100
PN3RA_k141_41640	50.72
PN3RA_k141_767980	51.6
PN3RA_k141_783306	90.58
PN3RB_k141_143775	65.7
PN3RB_k141_151598_1	64.56
PN3RB_k141_2100386	74.29
PN3RB_k141_530667	100
PN3RB_k141_559632	100
PN3RB_k141_951102	84.16
PN3RC_k141_90766	65.72
PN3RD_k141_1273129	100
PN3RD_k141_1383991_1	50.64
PN3RD_k141_177202	52.59
PN3RD_k141_2047399	70.58
PN3RD_k141_2247418	100
PN3RD_k141_461346	56.84
PN3RD_k141_47719	59.73
PN3RD_k141_605372	59.47
PN3RD_k141_713013	100
PN3RD_k141_944732	77.51
PN3RD_k141_951385	99.55
PN3RE_k141_1031224	64.68
PN3RE_k141_1186329	100
PN3RE_k141_1289469	93.77
PN3RE_k141_1406581	100
PN3RE_k141_1433183	67.94
PN3RE_k141_157941	58.8
PN3RE_k141_1621296	90.54
PN3RE_k141_167106	85.58
PN3RE_k141_1796247	69.32
PN3RE_k141_1831843	51.96
PN3RE_k141_2010199	58.89
PN3RE_k141_2078923	100
PN3RE_k141_2261312	68.74
PN3RE_k141_327223	74.49
PN3RE_k141_538974	71.9
PN3RE_k141_775730	100
PN3RE_k141_807455	56.44
PN3RE_k141_879214	100
PN3RE_k141_891150	69.59
PN3RF_k141_1124947	70.37
PN3RF_k141_1251042	93.56
PN3RF_k141_1664894	80.73
PN3RF_k141_171520_fragment_1	50.65
PN3RF_k141_2206006	60.49
PN3RF_k141_2380830_1	55.62
PN3RF_k141_2567926	52.83
PN3RF_k141_2671682	79.48
PN3RF_k141_2849785	100
PN3RF_k141_3520347	100
PN3RF_k141_3527273	63.57
PN3RF_k141_3628623	100
PN3RF_k141_3628637	100
PN3RF_k141_3628669	100
PN3RF_k141_59357	61.77
PN3RF_k141_982494	75.84
PN3RG_k141_1629305	61.93
PN3RG_k141_1666609	90.01
PN3RG_k141_1855661	100
PN3RG_k141_1989045	86.97
PN3RG_k141_4106_1	100
PN3RG_k141_859731	63.37
PN3RH_k141_1553827	61.58
PN3RH_k141_3070665	81.6
PN3RH_k141_3474490	93.34
PN4RA_k141_111123	100
PN4RA_k141_1423693	100
PN4RA_k141_1423722	100
PN4RA_k141_1423726	100
PN4RA_k141_1423776	100
PN4RA_k141_488941	74.78
PN4RA_k141_626125	64.93
PN4RA_k141_837656	74.08
PN4RA_k141_909549	100
PN4RB_k141_1080296	73.2
PN4RB_k141_1730304	56.47
PN4RB_k141_1841858	100
PN4RB_k141_269533	100
PN4RC_k141_1754977	80.86
PN4RC_k141_592010	100
PN4RC_k141_623429	100
PN4RD_k141_1254403	100
PN4RD_k141_1272051	55.67
PN4RD_k141_1857274	51.37
PN4RD_k141_2026077	52.01
PN4RD_k141_2170069_1	99.65
PN4RD_k141_2192597	59.42
PN4RD_k141_2220662	68.41
PN4RD_k141_487340	58.55
PN4RD_k141_564769	100
PN4RD_k141_659133	81.84
PN4RD_k141_94210	51.47
PN4RE_k141_1111165	92.32
PN4RE_k141_1114650	61.94
PN4RE_k141_1116288	52.61
PN4RE_k141_1235317	57.14
PN4RE_k141_1485454	53.14
PN4RE_k141_1608189	95.61
PN4RE_k141_1666407	100
PN4RE_k141_1793047	56.21
PN4RE_k141_1835695	57.73
PN4RE_k141_1960713	100
PN4RE_k141_1960721	73.96
PN4RE_k141_254876	77.66
PN4RE_k141_400402	53.87
PN4RE_k141_435869	83.52
PN4RE_k141_458378	87.76
PN4RE_k141_603636	72.35
PN4RE_k141_677917	81.34
PN4RE_k141_811886	66.86
PN4RE_k141_952839	65.87
PN4RF_k141_240137	100
PN4RF_k141_256110	59.77
PN4RF_k141_443618	70.97
PN4RF_k141_473035	66.97
PN4RF_k141_480121	89.76
PN4RF_k141_531100	71.23
PN4RF_k141_748471	100
PN4RF_k141_785765	63.94
PN4RF_k141_815387	100
PN4RF_k141_930870	67.51
PN4RF_k141_944922	100
PN4RG_k141_1095448	63.28
PN4RG_k141_1112957	78.1
PN4RG_k141_1159105	54.32
PN4RG_k141_1208927	100
PN4RG_k141_1256068	100
PN4RG_k141_1337120	55.05
PN4RG_k141_1339667	90.89
PN4RG_k141_1550362	100
PN4RG_k141_335445	51.1
PN4RG_k141_649544	100
PN4RG_k141_841039	50.32
PN4RG_k141_911992	89.73
PN4RH_k141_1076425	78.77
PN4RH_k141_1412165	87.52
PN4RH_k141_1418646	83.69
PN4RH_k141_1506237	69.83
PN4RH_k141_236078	67.92
PN4RH_k141_405200	85.51
PN5CA_k141_257007_1	79.22
PN5CA_k141_3910	74.24
PN5CA_k141_510679	70.86
PN5CA_k141_540754	71.69
PN5CA_k141_568783	64.88
PN5CB_k141_409597	50.7
PN5CB_k141_598423_1	80.32
PN5CB_k141_698679	53
PN5CB_k141_77188	52.43
PN5CB_k141_96328	100
PN5CC_k141_470708	71.5
PN5CC_k141_484333_1	51.86
PN5CC_k141_500599	91.93
PN5CC_k141_545651	100
PN5CD_k141_136417	100
PN5CD_k141_282940	100
PN5CD_k141_394064	66.88
PN5CD_k141_477499	81.78
PN5CE_k141_413121	76.39
PN5CE_k141_512192	50.69
PN5CE_k141_655974	100
PN5CF_k141_102730	52.76
PN5CF_k141_94819	56.92
PN5CG_k141_120151	52.73
PN5CG_k141_21597	90.3
PN5CG_k141_682122	100
PN5DD_k141_20229	61.38
PN5GG_k141_644333_1	96.35
PN5GG_k141_743563	79.43
PN5IB_k141_2758	61.99
PN5IE_k141_42217	64.97
PN5IF_k141_32301	54.17
PN5IF_k141_66981	50.39
PN5JD_k141_198148	69.14
PN5JD_k141_426397	71.85
PN5JD_k141_477536	100
PN5LA_k141_126140	79.43
PN5LA_k141_173917	77.57
PN5LA_k141_31331_1	100
PN5LA_k141_334473	78.53
PN5LA_k141_428365	98.83
PN5LA_k141_442849	71.94
PN5LB_k141_288939_1	97.34
PN5LB_k141_370040	83.75
PN5LB_k141_432885	50.18
PN5LB_k141_57036_fragment_1	53.51
PN5LC_k141_154144	85.25
PN5LD_k141_843914	62.12
PN5LD_k141_853653	94.05
PN5LD_k141_860644	100
PN5LE_k141_108047	71.85
PN5LF_k141_297226	50.82
PN5LF_k141_521570_1	88.98
PN5LF_k141_560170	96.25
PN5LF_k141_593043	57.5
PN5LG_k141_610121	50.78
PN5LG_k141_902213	100
PN5LH_k141_731070	100
PN5RA_k141_376196	100
PN5RA_k141_430342	57.63
PN5RB_k141_1005822	100
PN5RB_k141_1005836	100
PN5RB_k141_1005919	100
PN5RB_k141_223586	100
PN5RB_k141_26596_1	91.15
PN5RB_k141_391125	72.76
PN5RC_k141_197839_1	89.74
PN5RC_k141_334915	100
PN5RC_k141_483215	82.33
PN5RC_k141_517140	71.03
PN5RC_k141_520031	51.5
PN5RC_k141_545849	72.22
PN5RC_k141_591927	100
PN5RC_k141_641174_1	59.64
PN5RC_k141_659220	100
PN5RD_k141_107792	53.29
PN5RD_k141_480301	96.46
PN5RD_k141_993634	56.8
PN5RE_k141_1091073	100
PN5RE_k141_138759	100
PN5RE_k141_21253	100
PN5RE_k141_27834	78.27
PN5RE_k141_377337_1	51.73
PN5RE_k141_931535	100
PN5RF_k141_276	72.38
PN5RF_k141_415814	96.6
PN5RF_k141_81088_1	98.2
PN5RF_k141_958101	50.7
PN5RG_k141_1041958	100
PN5RG_k141_196069	59.34
PN5RG_k141_233524	59.2
PN5RG_k141_271635_1	63.9
PN5RG_k141_336178_1	60.3
PN5RG_k141_723181	73.31
PN5RG_k141_7275	71.52
PN5RG_k141_781720	100
PN5RG_k141_80768	96.41
PN5RH_k141_1098578_1	65.61
PN5RH_k141_301483	99.01
PN5RH_k141_541835_1_fragment_2	93.05
PN5RH_k141_633993	64.98
PN5RH_k141_78720_1	83.21
PN5RH_k141_791703_1	85.33
PN6RA_k141_1279223	50.23
PN6RA_k141_1809809	51.32
PN6RA_k141_2137399	57.06
PN6RA_k141_2222864	100
PN6RB_k141_1421171	59.71
PN6RB_k141_2514689_1	77.43
PN6RB_k141_624792	71.53
PN6RC_k141_1020225	51.96
PN6RC_k141_1093580	100
PN6RC_k141_1102307	63.71
PN6RC_k141_1488777_fragment_1	72.43
PN6RC_k141_1825355	58.73
PN6RC_k141_2163658	68.92
PN6RC_k141_224879	68.42
PN6RC_k141_2455922	91.29
PN6RC_k141_2535724	56.33
PN6RC_k141_2552169	56.08
PN6RC_k141_274802	91.72
PN6RC_k141_606406	100
PN6RC_k141_748417	74.56
PN6RD_k141_1056937	63.29
PN6RD_k141_1262354	80.99
PN6RD_k141_2087478	85.09
PN6RD_k141_43858	52.19
PN6RD_k141_583167	86.32
PN6RD_k141_829602	79.61
PN6RE_k141_129478	63.1
PN6RF_k141_1428499_1	55.31
PN6RF_k141_15784	72.9
PN6RF_k141_1690972	100
PN6RF_k141_1792149	100
PN6RF_k141_223891	100
PN6RF_k141_417595	100
PN6RF_k141_671443	100
PN6RF_k141_879854	70.95
PN6RG_k141_1075037	52.77
PN6RG_k141_856303	71.64
PN6RI_k141_1997335	100
PN6RI_k141_523884_1	79.67
PN6RI_k141_705546	100
PN6RI_k141_816171_1	78.96
PN6RJ_k141_1124864	60.2
PN6RJ_k141_1320991	63.25
PN6RJ_k141_1746400	60.49
PN6RK_k141_49501	100
PN6RK_k141_537608_1	68.94
PN6RL_k141_1763641	71.01
PN6RL_k141_206787	99.54
PN6RL_k141_2180485	55.71
PN6RL_k141_2366755	100
PN6RL_k141_459179	71.69
PN6RL_k141_470152	56.6
PN6RL_k141_756454	82.41
PN6RM_k141_1632106	68.94
PN6RM_k141_188596	68.16
PN6RN_k141_667786	65.28
PN6RO_k141_1374667	100
PN6RO_k141_1388459	76.12
PN6RO_k141_260665	100
PN6RO_k141_538425	58.33
PN6RO_k141_730548	100
PN6RP_k141_269212	75.81
PN6RQ_k141_1334434	58.21
PN6RQ_k141_1492108	100
PN6RQ_k141_1615433	69.4
PN6RQ_k141_1761964	62.12
PN6RQ_k141_321847	50.12
PN6RQ_k141_401606	90.23
PN6RQ_k141_661436	85.58
PN6RQ_k141_764609	99.6
PN6RQ_k141_874216	71.99
PN6RR_k141_150763	69.28
PN6RR_k141_1540391	69.02
PN6RR_k141_1587418	68.72
PN6RR_k141_1617443	77.1
PN6RR_k141_26156	87.84
PN6RR_k141_468063	93.28
PN6RR_k141_52696	52.37
PN6RS_k141_119371	79.2
PN6RS_k141_1753465	83.77
PN6RT_k141_1521245	100
PN6RT_k141_1756527	58.7
PN6RT_k141_2149823	55.02
PN6RT_k141_28817	100
PN6RT_k141_308061	78.05
PN6RT_k141_806872	76.28
PN6RT_k141_948301	59.29
PN7RA_k141_1099438	66.91
PN7RA_k141_1214671	100
PN7RA_k141_1277313	54.15
PN7RA_k141_309945	50.15
PN7RA_k141_953401	94.6
PN7RB_k141_1353694	100
PN7RB_k141_1686394	61.64
PN7RB_k141_732851	100
PN7RB_k141_832282_1	100
PN7RB_k141_959224	99.73
PN7RC_k141_1304271	74.59
PN7RC_k141_1402836	60.98
PN7RC_k141_15258	69.53
PN7RC_k141_2074753	90.62
PN7RC_k141_2110582	75.12
PN7RC_k141_2266903	100
PN7RC_k141_28398	96.38
PN7RC_k141_299134	57.74
PN7RC_k141_641228	69.29
PN7RC_k141_739687	100
PN7RC_k141_911313	55.89
PN7RD_k141_1281447	100
PN7RD_k141_174941	53.99
PN7RD_k141_298738	73.06
PN7RD_k141_456432	53.93
PN7RD_k141_526257_1	80.3
PN7RD_k141_915586	88.65
PN7RE_k141_1572476	53.97
PN7RE_k141_1587096	71.34
PN7RE_k141_540405	76.86
PN7RE_k141_541544	70.5
PN7RE_k141_625382	77.73
PN7RE_k141_725437	70.92
PN7RE_k141_738568	92.97
PN7RF_k141_1014255	59.19
PN7RF_k141_1456577	72.01
PN7RF_k141_2009697	55.86
PN7RF_k141_2081942	100
PN7RF_k141_2081969	100
PN7RF_k141_2082144	100
